TxnID,LedgerAccount,TransactionDate,PostingDate,Currency,DebitAmount,CreditAmount,Description,ReferenceNumber,MatchType
LDG00000751,20001,2026-02-12,2026-02-16,CHF,0.00,4826.09,Intercompany transfer in,REF11727507-1,manyToOne
LDG00000752,20001,2026-02-12,2026-02-16,CHF,0.00,3745.46,Commission income,REF11727507-2,manyToOne
LDG00000753,40001,2026-03-19,2026-03-19,CHF,0.00,21412.57,Customer payment received,REF92909862-1,manyToOne
LDG00000754,40001,2026-03-19,2026-03-19,CHF,0.00,14784.97,Intercompany transfer in,REF92909862-2,manyToOne
LDG00000755,20002,2026-03-20,2026-03-23,USD,0.00,98444.02,Wire transfer inbound,REF60727711-1,manyToOne
LDG00000756,20002,2026-03-20,2026-03-23,USD,0.00,108252.19,Loan drawdown,REF60727711-2,manyToOne
LDG00000757,20002,2026-03-20,2026-03-23,USD,0.00,102955.91,Payroll funding,REF60727711-3,manyToOne
LDG00000758,70001,2026-03-14,2026-03-17,JPY,0.00,45906.88,Invoice payment INV-4907,REF58684529-1,manyToOne
LDG00000759,70001,2026-03-14,2026-03-17,JPY,0.00,46055.13,Grant proceeds,REF58684529-2,manyToOne
LDG00000760,70001,2026-03-14,2026-03-17,JPY,0.00,31920.41,Bond coupon payment,REF58684529-3,manyToOne
LDG00000761,10002,2026-03-08,2026-03-10,CHF,0.00,116910.75,Loan drawdown,REF62715797-1,manyToOne
LDG00000762,10002,2026-03-08,2026-03-10,CHF,0.00,123657.07,Refund received,REF62715797-2,manyToOne
LDG00000763,10002,2026-03-08,2026-03-10,CHF,0.00,85222.41,Equity sale proceeds,REF62715797-3,manyToOne
LDG00000764,40002,2026-03-09,2026-03-10,JPY,0.00,91781.18,Commission income,REF90596798-1,manyToOne
LDG00000765,40002,2026-03-09,2026-03-10,JPY,0.00,106576.79,Deposit received,REF90596798-2,manyToOne
LDG00000766,50001,2026-03-22,2026-03-24,GBP,0.00,153383.70,FX contract settlement,REF33756504-1,manyToOne
LDG00000767,50001,2026-03-22,2026-03-24,GBP,0.00,125724.05,SEPA credit transfer,REF33756504-2,manyToOne
LDG00000768,70001,2026-01-24,2026-01-24,CAD,214271.74,0.00,Invoice payment to vendor,REF93505470-1,manyToOne
LDG00000769,70001,2026-01-24,2026-01-24,CAD,155238.07,0.00,Utility payment,REF93505470-2,manyToOne
LDG00000770,20001,2026-01-27,2026-01-29,CAD,82320.70,0.00,ACH debit settlement,REF22604433-1,manyToOne
LDG00000771,20001,2026-01-27,2026-01-29,CAD,90917.68,0.00,FX contract payment,REF22604433-2,manyToOne
LDG00000772,20001,2026-01-27,2026-01-29,CAD,126481.51,0.00,Wire transfer outbound,REF22604433-3,manyToOne
LDG00000773,10001,2026-02-02,2026-02-02,CAD,140172.50,0.00,Equipment purchase,REF45415247-1,manyToOne
LDG00000774,10001,2026-02-02,2026-02-02,CAD,173719.75,0.00,Equipment purchase,REF45415247-2,manyToOne
LDG00000775,10001,2026-02-02,2026-02-02,CAD,120601.05,0.00,Tax remittance,REF45415247-3,manyToOne
LDG00000776,20001,2026-03-07,2026-03-07,JPY,0.00,126546.69,SEPA credit transfer,REF97568668-1,manyToOne
LDG00000777,20001,2026-03-07,2026-03-07,JPY,0.00,133662.72,Customer payment received,REF97568668-2,manyToOne
LDG00000778,70001,2026-01-26,2026-01-26,JPY,1586.61,0.00,Equipment purchase,REF37110191-1,manyToOne
LDG00000779,70001,2026-01-26,2026-01-26,JPY,1212.65,0.00,Invoice payment to vendor,REF37110191-2,manyToOne
LDG00000780,40002,2026-03-17,2026-03-18,USD,0.00,49628.14,Grant proceeds,REF72875558-1,manyToOne
LDG00000781,40002,2026-03-17,2026-03-18,USD,0.00,42146.29,Intercompany transfer in,REF72875558-2,manyToOne
LDG00000782,40002,2026-03-17,2026-03-18,USD,0.00,40689.09,Bond coupon payment,REF72875558-3,manyToOne
LDG00000783,20001,2026-01-09,2026-01-12,CHF,0.00,6422.59,Wire transfer inbound,REF80931487-1,manyToOne
LDG00000784,20001,2026-01-09,2026-01-12,CHF,0.00,7601.83,Customer payment received,REF80931487-2,manyToOne
LDG00000785,20001,2026-01-07,2026-01-08,JPY,104511.52,0.00,Invoice payment to vendor,REF12819842-1,manyToOne
LDG00000786,20001,2026-01-07,2026-01-08,JPY,134827.10,0.00,Commission expense,REF12819842-2,manyToOne
LDG00000787,20001,2026-01-07,2026-01-08,JPY,94377.84,0.00,Equipment purchase,REF12819842-3,manyToOne
LDG00000788,10001,2026-03-02,2026-03-03,JPY,174801.42,0.00,ACH debit settlement,REF33372860-1,manyToOne
LDG00000789,10001,2026-03-02,2026-03-03,JPY,182497.43,0.00,Interest expense,REF33372860-2,manyToOne
LDG00000790,10001,2026-03-02,2026-03-03,JPY,129816.94,0.00,FX contract payment,REF33372860-3,manyToOne
LDG00000791,40002,2026-01-02,2026-01-05,AUD,0.00,81917.38,Customer payment received,REF56761760-1,manyToOne
LDG00000792,40002,2026-01-02,2026-01-05,AUD,0.00,127723.54,Loan drawdown,REF56761760-2,manyToOne
LDG00000793,40002,2026-01-02,2026-01-05,AUD,0.00,92516.31,Dividend income,REF56761760-3,manyToOne
LDG00000794,50001,2026-03-10,2026-03-10,JPY,0.00,167218.79,Sales proceeds,REF86382592-1,manyToOne
LDG00000795,50001,2026-03-10,2026-03-10,JPY,0.00,113901.69,SEPA credit transfer,REF86382592-2,manyToOne
LDG00000796,30001,2026-02-28,2026-03-02,GBP,129645.55,0.00,Intercompany transfer out,REF78749902-1,manyToOne
LDG00000797,30001,2026-02-28,2026-03-02,GBP,97381.10,0.00,Utility payment,REF78749902-2,manyToOne
LDG00000798,70001,2026-03-26,2026-03-26,USD,0.00,162452.49,Equity sale proceeds,REF24863432-1,manyToOne
LDG00000799,70001,2026-03-26,2026-03-26,USD,0.00,180914.85,Equity sale proceeds,REF24863432-2,manyToOne
LDG00000800,70001,2026-02-20,2026-02-23,CAD,105686.45,0.00,Trade settlement payment,REF44874216-1,manyToOne
LDG00000801,70001,2026-02-20,2026-02-23,CAD,94394.05,0.00,Commission expense,REF44874216-2,manyToOne
LDG00000802,70001,2026-02-20,2026-02-23,CAD,101293.05,0.00,Payroll disbursement,REF44874216-3,manyToOne
LDG00000803,30001,2026-03-06,2026-03-10,GBP,0.00,132659.42,FX contract settlement,REF94714365-1,manyToOne
LDG00000804,30001,2026-03-06,2026-03-10,GBP,0.00,148436.00,ACH credit settlement,REF94714365-2,manyToOne
LDG00000805,40001,2026-01-19,2026-01-21,JPY,0.00,225343.58,Intercompany transfer in,REF79919853-1,manyToOne
LDG00000806,40001,2026-01-19,2026-01-21,JPY,0.00,260165.74,Deposit received,REF79919853-2,manyToOne
LDG00000807,30001,2026-01-21,2026-01-23,AUD,100137.09,0.00,Invoice payment to vendor,REF63984607-1,manyToOne
LDG00000808,30001,2026-01-21,2026-01-23,AUD,99812.97,0.00,Interest expense,REF63984607-2,manyToOne
LDG00000809,30001,2026-01-21,2026-01-23,AUD,117517.13,0.00,Supplier payment,REF63984607-3,manyToOne
LDG00000810,20002,2026-02-22,2026-02-23,USD,31877.17,0.00,Supplier payment,REF41907471-1,manyToOne
LDG00000811,20002,2026-02-22,2026-02-23,USD,34746.62,0.00,ACH debit settlement,REF41907471-2,manyToOne
LDG00000812,40002,2026-02-01,2026-02-03,CAD,122115.10,0.00,Loan repayment,REF48042839-1,manyToOne
LDG00000813,40002,2026-02-01,2026-02-03,CAD,156881.84,0.00,ACH debit settlement,REF48042839-2,manyToOne
LDG00000814,40002,2026-02-01,2026-02-03,CAD,147084.31,0.00,Trade settlement payment,REF48042839-3,manyToOne
LDG00000815,10002,2026-02-11,2026-02-12,JPY,217543.59,0.00,FX contract payment,REF43374107-1,manyToOne
LDG00000816,10002,2026-02-11,2026-02-12,JPY,223894.48,0.00,Loan repayment,REF43374107-2,manyToOne
LDG00000817,10001,2026-03-13,2026-03-17,USD,119226.47,0.00,Equipment purchase,REF32018627-1,manyToOne
LDG00000818,10001,2026-03-13,2026-03-17,USD,144305.53,0.00,Interest expense,REF32018627-2,manyToOne
LDG00000819,60001,2026-03-07,2026-03-07,GBP,82143.24,0.00,Tax remittance,REF28442348-1,manyToOne
LDG00000820,60001,2026-03-07,2026-03-07,GBP,100281.27,0.00,Insurance premium payment,REF28442348-2,manyToOne
LDG00000821,60001,2026-03-07,2026-03-07,GBP,111475.55,0.00,SEPA direct debit,REF28442348-3,manyToOne
LDG00000822,60001,2026-01-26,2026-01-26,JPY,24703.02,0.00,Interest expense,REF38260324-1,manyToOne
LDG00000823,60001,2026-01-26,2026-01-26,JPY,26387.92,0.00,Tax remittance,REF38260324-2,manyToOne
LDG00000824,60001,2026-01-26,2026-01-26,JPY,18164.33,0.00,Payroll disbursement,REF38260324-3,manyToOne
LDG00000825,20001,2026-02-28,2026-03-02,GBP,0.00,136538.98,FX contract settlement,REF14700022-1,manyToOne
LDG00000826,20001,2026-02-28,2026-03-02,GBP,0.00,138307.36,Invoice payment INV-9203,REF14700022-2,manyToOne
LDG00000827,20001,2026-02-28,2026-03-02,GBP,0.00,95639.37,Customer advance payment,REF14700022-3,manyToOne
LDG00000828,40002,2026-02-19,2026-02-20,JPY,98525.42,0.00,Intercompany transfer out,REF52063017-1,manyToOne
LDG00000829,40002,2026-02-19,2026-02-20,JPY,101970.74,0.00,Commission expense,REF52063017-2,manyToOne
LDG00000830,40002,2026-02-19,2026-02-20,JPY,80478.03,0.00,Tax remittance,REF52063017-3,manyToOne
LDG00000831,70001,2026-01-13,2026-01-15,CAD,46544.74,0.00,Bond redemption,REF15335668-1,manyToOne
LDG00000832,70001,2026-01-13,2026-01-15,CAD,62657.36,0.00,Insurance premium payment,REF15335668-2,manyToOne
LDG00000833,50001,2026-01-31,2026-01-31,GBP,48262.67,0.00,Supplier payment,REF94576750-1,manyToOne
LDG00000834,50001,2026-01-31,2026-01-31,GBP,43459.16,0.00,Utility payment,REF94576750-2,manyToOne
LDG00000835,50001,2026-01-31,2026-01-31,GBP,60686.45,0.00,Invoice payment to vendor,REF94576750-3,manyToOne
LDG00000836,30001,2026-03-16,2026-03-17,CAD,145082.21,0.00,Supplier payment,REF80849815-1,manyToOne
LDG00000837,30001,2026-03-16,2026-03-17,CAD,114529.02,0.00,Trade settlement payment,REF80849815-2,manyToOne
LDG00000838,30001,2026-03-16,2026-03-17,CAD,103904.81,0.00,ACH debit settlement,REF80849815-3,manyToOne
LDG00000839,50001,2026-01-24,2026-01-27,USD,0.00,130547.51,Wire transfer inbound,REF40508845-1,manyToOne
LDG00000840,50001,2026-01-24,2026-01-27,USD,0.00,154825.03,Wire transfer inbound,REF40508845-2,manyToOne
LDG00000841,50001,2026-02-18,2026-02-20,USD,20521.21,0.00,Interest expense,REF94896070-1,manyToOne
LDG00000842,50001,2026-02-18,2026-02-20,USD,14801.07,0.00,Service fee payment,REF94896070-2,manyToOne
LDG00000843,50001,2026-02-18,2026-02-20,USD,16004.48,0.00,Wire transfer outbound,REF94896070-3,manyToOne
LDG00000844,10002,2026-02-07,2026-02-10,CAD,0.00,87243.54,Commission income,REF77765797-1,manyToOne
LDG00000845,10002,2026-02-07,2026-02-10,CAD,0.00,96830.24,Sales proceeds,REF77765797-2,manyToOne
LDG00000846,10002,2026-02-07,2026-02-10,CAD,0.00,140734.79,Equity sale proceeds,REF77765797-3,manyToOne
LDG00000847,40002,2026-01-24,2026-01-26,CHF,0.00,14966.83,Trade settlement receipt,REF65571429-1,manyToOne
LDG00000848,40002,2026-01-24,2026-01-26,CHF,0.00,18000.39,Equity sale proceeds,REF65571429-2,manyToOne
LDG00000849,30001,2026-01-15,2026-01-16,USD,282295.91,0.00,Bond redemption,REF85389946-1,manyToOne
LDG00000850,30001,2026-01-15,2026-01-16,USD,212668.68,0.00,Rent payment,REF85389946-2,manyToOne
LDG00000851,10001,2026-02-18,2026-02-18,GBP,0.00,21478.70,Commission income,REF98822324-1,manyToOne
LDG00000852,10001,2026-02-18,2026-02-18,GBP,0.00,15893.44,Bond coupon payment,REF98822324-2,manyToOne
LDG00000853,10001,2026-02-18,2026-02-18,GBP,0.00,22206.39,SEPA credit transfer,REF98822324-3,manyToOne
LDG00000854,10002,2026-01-11,2026-01-13,AUD,0.00,31473.60,SEPA credit transfer,REF91101482-1,manyToOne
LDG00000855,10002,2026-01-11,2026-01-13,AUD,0.00,30191.54,Equity sale proceeds,REF91101482-2,manyToOne
LDG00000856,50001,2026-03-30,2026-03-30,JPY,78284.10,0.00,Commission expense,REF57640481-1,manyToOne
LDG00000857,50001,2026-03-30,2026-03-30,JPY,68598.51,0.00,Payroll disbursement,REF57640481-2,manyToOne
LDG00000858,40002,2026-03-31,2026-04-02,JPY,113892.86,0.00,Commission expense,REF31312266-1,manyToOne
LDG00000859,40002,2026-03-31,2026-04-02,JPY,103006.35,0.00,Trade settlement payment,REF31312266-2,manyToOne
LDG00000860,40002,2026-03-31,2026-04-02,JPY,77771.21,0.00,Tax remittance,REF31312266-3,manyToOne
LDG00000861,10002,2026-03-27,2026-03-27,CAD,57331.61,0.00,Commission expense,REF32703120-1,manyToOne
LDG00000862,10002,2026-03-27,2026-03-27,CAD,39202.12,0.00,Commission expense,REF32703120-2,manyToOne
LDG00000863,70001,2026-01-25,2026-01-25,EUR,88617.61,0.00,Service fee payment,REF63494389-1,manyToOne
LDG00000864,70001,2026-01-25,2026-01-25,EUR,76045.14,0.00,Utility payment,REF63494389-2,manyToOne
LDG00000865,60001,2026-02-08,2026-02-10,AUD,0.00,144003.55,Interest credit,REF14036007-1,manyToOne
LDG00000866,60001,2026-02-08,2026-02-10,AUD,0.00,112079.71,Sales proceeds,REF14036007-2,manyToOne
LDG00000867,60001,2026-02-08,2026-02-10,AUD,0.00,111153.91,Payroll funding,REF14036007-3,manyToOne
LDG00000868,10001,2026-01-01,2026-01-01,JPY,0.00,102621.85,Commission income,REF65205337-1,manyToOne
LDG00000869,10001,2026-01-01,2026-01-01,JPY,0.00,99247.69,Equity sale proceeds,REF65205337-2,manyToOne
LDG00000870,10002,2026-02-01,2026-02-02,JPY,235167.70,0.00,Interest expense,REF45891979-1,manyToOne
LDG00000871,10002,2026-02-01,2026-02-02,JPY,222011.26,0.00,SEPA direct debit,REF45891979-2,manyToOne
LDG00000872,40001,2026-03-09,2026-03-10,JPY,0.00,68895.85,Invoice payment INV-3333,REF70834402-1,manyToOne
LDG00000873,40001,2026-03-09,2026-03-10,JPY,0.00,93820.24,Customer payment received,REF70834402-2,manyToOne
LDG00000874,40001,2026-03-09,2026-03-10,JPY,0.00,66749.61,SEPA credit transfer,REF70834402-3,manyToOne
LDG00000875,10002,2026-03-06,2026-03-06,USD,81610.87,0.00,Utility payment,REF76863365-1,manyToOne
LDG00000876,10002,2026-03-06,2026-03-06,USD,115073.57,0.00,Invoice payment to vendor,REF76863365-2,manyToOne
LDG00000877,10002,2026-01-23,2026-01-27,EUR,16023.85,0.00,Rent payment,REF39034959-1,manyToOne
LDG00000878,10002,2026-01-23,2026-01-27,EUR,13581.49,0.00,Payroll disbursement,REF39034959-2,manyToOne
LDG00000879,10002,2026-01-23,2026-01-27,EUR,19804.35,0.00,Tax remittance,REF39034959-3,manyToOne
LDG00000880,30001,2026-03-15,2026-03-15,CHF,0.00,32325.23,Equity sale proceeds,REF76837897-1,manyToOne
LDG00000881,30001,2026-03-15,2026-03-15,CHF,0.00,38521.98,Equity sale proceeds,REF76837897-2,manyToOne
LDG00000882,30001,2026-03-15,2026-03-15,CHF,0.00,40088.89,FX contract settlement,REF76837897-3,manyToOne
LDG00000883,40002,2026-02-20,2026-02-23,USD,137997.36,0.00,Payroll disbursement,REF43055871-1,manyToOne
LDG00000884,40002,2026-02-20,2026-02-23,USD,128544.93,0.00,Payroll disbursement,REF43055871-2,manyToOne
LDG00000885,20002,2026-02-26,2026-03-02,AUD,149410.60,0.00,Trade settlement payment,REF91071940-1,manyToOne
LDG00000886,20002,2026-02-26,2026-03-02,AUD,118426.53,0.00,Bond redemption,REF91071940-2,manyToOne
LDG00000887,20002,2026-01-04,2026-01-06,EUR,78300.78,0.00,Interest expense,REF44859853-1,manyToOne
LDG00000888,20002,2026-01-04,2026-01-06,EUR,91769.98,0.00,Utility payment,REF44859853-2,manyToOne
LDG00000889,20002,2026-01-04,2026-01-06,EUR,121925.36,0.00,Wire transfer outbound,REF44859853-3,manyToOne
LDG00000890,20001,2026-03-05,2026-03-09,CAD,0.00,109029.70,Dividend income,REF83308992-1,manyToOne
LDG00000891,20001,2026-03-05,2026-03-09,CAD,0.00,152782.35,Sales proceeds,REF83308992-2,manyToOne
LDG00000892,20001,2026-03-05,2026-03-09,CAD,0.00,137530.05,Commission income,REF83308992-3,manyToOne
LDG00000893,70001,2026-03-13,2026-03-17,EUR,0.00,163108.60,SEPA credit transfer,REF92115507-1,manyToOne
LDG00000894,70001,2026-03-13,2026-03-17,EUR,0.00,174591.21,Commission income,REF92115507-2,manyToOne
LDG00000895,70001,2026-03-13,2026-03-17,EUR,0.00,125463.04,Loan drawdown,REF92115507-3,manyToOne
LDG00000896,10002,2026-03-25,2026-03-25,GBP,0.00,114014.11,Interest credit,REF27561689-1,manyToOne
LDG00000897,10002,2026-03-25,2026-03-25,GBP,0.00,161432.53,Equity sale proceeds,REF27561689-2,manyToOne
LDG00000898,10002,2026-03-25,2026-03-25,GBP,0.00,142961.37,Trade settlement receipt,REF27561689-3,manyToOne
LDG00000899,70001,2026-02-18,2026-02-20,JPY,0.00,68553.39,Payroll funding,REF27955171-1,manyToOne
LDG00000900,70001,2026-02-18,2026-02-20,JPY,0.00,83669.23,Refund received,REF27955171-2,manyToOne
LDG00000901,70001,2026-02-18,2026-02-20,JPY,0.00,68504.12,Grant proceeds,REF27955171-3,manyToOne
LDG00000902,70001,2026-01-04,2026-01-05,GBP,0.00,12361.78,Wire transfer inbound,REF33231265-1,manyToOne
LDG00000903,70001,2026-01-04,2026-01-05,GBP,0.00,13927.73,Customer payment received,REF33231265-2,manyToOne
LDG00000904,70001,2026-01-04,2026-01-05,GBP,0.00,10146.53,Dividend income,REF33231265-3,manyToOne
LDG00000905,30001,2026-03-08,2026-03-10,AUD,0.00,148268.45,Customer advance payment,REF70607067-1,manyToOne
LDG00000906,30001,2026-03-08,2026-03-10,AUD,0.00,143884.04,Intercompany transfer in,REF70607067-2,manyToOne
LDG00000907,30001,2026-03-08,2026-03-10,AUD,0.00,155955.54,Dividend income,REF70607067-3,manyToOne
LDG00000908,20001,2026-02-08,2026-02-10,JPY,0.00,209598.23,Refund received,REF28991189-1,manyToOne
LDG00000909,20001,2026-02-08,2026-02-10,JPY,0.00,147915.54,Customer payment received,REF28991189-2,manyToOne
LDG00000910,20001,2026-01-31,2026-02-02,GBP,52714.74,0.00,ACH debit settlement,REF21150779-1,manyToOne
LDG00000911,20001,2026-01-31,2026-02-02,GBP,43794.03,0.00,FX contract payment,REF21150779-2,manyToOne
LDG00000912,20002,2026-01-10,2026-01-12,CAD,0.00,75804.85,ACH credit settlement,REF99101270-1,manyToOne
LDG00000913,20002,2026-01-10,2026-01-12,CAD,0.00,110942.50,Commission income,REF99101270-2,manyToOne
LDG00000914,10001,2026-01-15,2026-01-19,JPY,0.00,76483.30,Commission income,REF11543273-1,manyToOne
LDG00000915,10001,2026-01-15,2026-01-19,JPY,0.00,102540.77,Customer payment received,REF11543273-2,manyToOne
LDG00000916,40001,2026-03-02,2026-03-03,EUR,0.00,135461.69,Wire transfer inbound,REF52857833-1,manyToOne
LDG00000917,40001,2026-03-02,2026-03-03,EUR,0.00,148760.05,Sales proceeds,REF52857833-2,manyToOne
LDG00000918,40001,2026-03-02,2026-03-03,EUR,0.00,140672.90,Intercompany transfer in,REF52857833-3,manyToOne
LDG00000919,50001,2026-01-01,2026-01-05,CHF,137632.69,0.00,SEPA direct debit,REF25945220-1,manyToOne
LDG00000920,50001,2026-01-01,2026-01-05,CHF,155633.86,0.00,Equipment purchase,REF25945220-2,manyToOne
LDG00000921,50001,2026-01-01,2026-01-05,CHF,153359.40,0.00,Supplier payment,REF25945220-3,manyToOne
LDG00000922,10001,2026-03-01,2026-03-03,EUR,6149.58,0.00,Cheque payment,REF31752827-1,manyToOne
LDG00000923,10001,2026-03-01,2026-03-03,EUR,8430.96,0.00,Intercompany transfer out,REF31752827-2,manyToOne
LDG00000924,10001,2026-03-01,2026-03-03,EUR,6257.56,0.00,Loan repayment,REF31752827-3,manyToOne
LDG00000925,10002,2026-02-27,2026-02-27,CAD,176847.59,0.00,Utility payment,REF40471002-1,manyToOne
LDG00000926,10002,2026-02-27,2026-02-27,CAD,183634.04,0.00,Intercompany transfer out,REF40471002-2,manyToOne
LDG00000927,50001,2026-02-16,2026-02-18,EUR,147789.34,0.00,Wire transfer outbound,REF45310551-1,manyToOne
LDG00000928,50001,2026-02-16,2026-02-18,EUR,151554.57,0.00,Service fee payment,REF45310551-2,manyToOne
LDG00000929,50001,2026-02-16,2026-02-18,EUR,123895.84,0.00,Tax remittance,REF45310551-3,manyToOne
LDG00000930,60001,2026-03-24,2026-03-25,USD,0.00,126755.99,Dividend income,REF89234035-1,manyToOne
LDG00000931,60001,2026-03-24,2026-03-25,USD,0.00,182432.67,SEPA credit transfer,REF89234035-2,manyToOne
LDG00000932,60001,2026-03-24,2026-03-25,USD,0.00,134032.74,Customer advance payment,REF89234035-3,manyToOne
LDG00000933,70001,2026-02-18,2026-02-18,GBP,0.00,140108.83,Customer advance payment,REF37457500-1,manyToOne
LDG00000934,70001,2026-02-18,2026-02-18,GBP,0.00,126004.72,Dividend income,REF37457500-2,manyToOne
LDG00000935,70001,2026-02-18,2026-02-18,GBP,0.00,99132.71,ACH credit settlement,REF37457500-3,manyToOne
LDG00000936,50001,2026-03-15,2026-03-15,JPY,0.00,86335.59,Trade settlement receipt,REF39532689-1,manyToOne
LDG00000937,50001,2026-03-15,2026-03-15,JPY,0.00,81131.26,ACH credit settlement,REF39532689-2,manyToOne
LDG00000938,20001,2026-01-26,2026-01-27,CAD,159298.77,0.00,Cheque payment,REF29770335-1,manyToOne
LDG00000939,20001,2026-01-26,2026-01-27,CAD,155503.62,0.00,Payroll disbursement,REF29770335-2,manyToOne
LDG00000940,20001,2026-01-26,2026-01-27,CAD,179483.55,0.00,Bond redemption,REF29770335-3,manyToOne
LDG00000941,60001,2026-02-21,2026-02-23,EUR,0.00,63200.85,Commission income,REF96390862-1,manyToOne
LDG00000942,60001,2026-02-21,2026-02-23,EUR,0.00,46813.51,FX contract settlement,REF96390862-2,manyToOne
LDG00000943,60001,2026-02-21,2026-02-23,EUR,0.00,62687.93,Equity sale proceeds,REF96390862-3,manyToOne
LDG00000944,50001,2026-01-11,2026-01-11,CAD,0.00,139569.41,Customer payment received,REF32908948-1,manyToOne
LDG00000945,50001,2026-01-11,2026-01-11,CAD,0.00,125488.54,Equity sale proceeds,REF32908948-2,manyToOne
LDG00000946,50001,2026-01-11,2026-01-11,CAD,0.00,99320.39,FX contract settlement,REF32908948-3,manyToOne
LDG00000947,20002,2026-02-18,2026-02-18,EUR,35290.98,0.00,SEPA direct debit,REF22436944-1,manyToOne
LDG00000948,20002,2026-02-18,2026-02-18,EUR,46144.23,0.00,Bond redemption,REF22436944-2,manyToOne
LDG00000949,20002,2026-02-18,2026-02-18,EUR,48844.57,0.00,Cheque payment,REF22436944-3,manyToOne
LDG00000950,30001,2026-01-11,2026-01-12,USD,0.00,206552.00,FX contract settlement,REF65108116-1,manyToOne
LDG00000951,30001,2026-01-11,2026-01-12,USD,0.00,292919.23,Intercompany transfer in,REF65108116-2,manyToOne
LDG00000952,40001,2026-01-18,2026-01-20,JPY,0.00,46912.85,Dividend income,REF17218520-1,manyToOne
LDG00000953,40001,2026-01-18,2026-01-20,JPY,0.00,47103.74,Trade settlement receipt,REF17218520-2,manyToOne
LDG00000954,40001,2026-01-18,2026-01-20,JPY,0.00,40862.22,Wire transfer inbound,REF17218520-3,manyToOne
LDG00000955,70001,2026-02-23,2026-02-25,USD,193877.08,0.00,Bond redemption,REF34635309-1,manyToOne
LDG00000956,70001,2026-02-23,2026-02-25,USD,213657.80,0.00,Wire transfer outbound,REF34635309-2,manyToOne
LDG00000957,10002,2026-02-12,2026-02-16,JPY,0.00,163817.34,Payroll funding,REF97390302-1,manyToOne
LDG00000958,10002,2026-02-12,2026-02-16,JPY,0.00,119702.23,Invoice payment INV-6006,REF97390302-2,manyToOne
LDG00000959,20001,2026-03-04,2026-03-05,CHF,0.00,61209.86,Invoice payment INV-6882,REF59517981-1,manyToOne
LDG00000960,20001,2026-03-04,2026-03-05,CHF,0.00,65729.41,FX contract settlement,REF59517981-2,manyToOne
LDG00000961,20002,2026-01-09,2026-01-13,USD,0.00,57717.96,Invoice payment INV-4497,REF19169671-1,manyToOne
LDG00000962,20002,2026-01-09,2026-01-13,USD,0.00,42249.29,Deposit received,REF19169671-2,manyToOne
LDG00000963,40002,2026-02-16,2026-02-16,CHF,0.00,15503.54,Customer payment received,REF84825002-1,manyToOne
LDG00000964,40002,2026-02-16,2026-02-16,CHF,0.00,18722.55,Equity sale proceeds,REF84825002-2,manyToOne
LDG00000965,40002,2026-02-16,2026-02-16,CHF,0.00,13087.18,Commission income,REF84825002-3,manyToOne
LDG00000966,60001,2026-03-26,2026-03-30,EUR,0.00,122801.81,Commission income,REF66686292-1,manyToOne
LDG00000967,60001,2026-03-26,2026-03-30,EUR,0.00,146162.43,Bond coupon payment,REF66686292-2,manyToOne
LDG00000968,50001,2026-01-17,2026-01-20,CAD,162555.25,0.00,Bond redemption,REF24075597-1,manyToOne
LDG00000969,50001,2026-01-17,2026-01-20,CAD,144848.58,0.00,Bond redemption,REF24075597-2,manyToOne
LDG00000970,50001,2026-01-17,2026-01-20,CAD,126852.26,0.00,Cheque payment,REF24075597-3,manyToOne
LDG00000971,10002,2026-01-26,2026-01-26,AUD,63358.03,0.00,FX contract payment,REF30132659-1,manyToOne
LDG00000972,10002,2026-01-26,2026-01-26,AUD,86054.96,0.00,Loan repayment,REF30132659-2,manyToOne
LDG00000973,10002,2026-02-24,2026-02-25,JPY,0.00,165889.94,Loan drawdown,REF80310167-1,manyToOne
LDG00000974,10002,2026-02-24,2026-02-25,JPY,0.00,126159.22,Deposit received,REF80310167-2,manyToOne
LDG00000975,10002,2026-02-24,2026-02-25,JPY,0.00,177381.70,Commission income,REF80310167-3,manyToOne
LDG00000976,60001,2026-03-01,2026-03-02,AUD,23398.01,0.00,Utility payment,REF55470329-1,manyToOne
LDG00000977,60001,2026-03-01,2026-03-02,AUD,31626.26,0.00,Payroll disbursement,REF55470329-2,manyToOne
LDG00000978,60001,2026-03-01,2026-03-02,AUD,30567.29,0.00,FX contract payment,REF55470329-3,manyToOne
LDG00000979,60001,2026-03-15,2026-03-17,GBP,0.00,194664.88,Intercompany transfer in,REF97945052-1,manyToOne
LDG00000980,60001,2026-03-15,2026-03-17,GBP,0.00,278459.46,Sales proceeds,REF97945052-2,manyToOne
LDG00000981,10002,2026-01-01,2026-01-05,EUR,110660.65,0.00,Equipment purchase,REF81170746-1,manyToOne
LDG00000982,10002,2026-01-01,2026-01-05,EUR,122932.56,0.00,Rent payment,REF81170746-2,manyToOne
LDG00000983,10002,2026-01-01,2026-01-05,EUR,136257.50,0.00,Cheque payment,REF81170746-3,manyToOne
LDG00000984,10002,2026-03-15,2026-03-15,CAD,0.00,198292.73,Customer advance payment,REF99623013-1,manyToOne
LDG00000985,10002,2026-03-15,2026-03-15,CAD,0.00,123813.20,Equity sale proceeds,REF99623013-2,manyToOne
LDG00000986,10002,2026-03-15,2026-03-15,CAD,0.00,177580.82,Customer payment received,REF99623013-3,manyToOne
